Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008066~glutamate receptor activity	11	0.4489795918367347	1.8383390285688535E-8	Q14832, Q14831, Q13003, P41594, Q14416, Q14833, P42261, O15303, O00222, O43424, Q13255	2205	11	16387	7.431746031746031	2.9155632177979562E-5	2.4296714160918343E-6	2.339286413853866E-6
GOTERM_MF_DIRECT	GO:0005003~ephrin receptor activity	11	0.4489795918367347	1.8383390285688535E-8	P54753, P54764, P29323, P54762, P29320, P54760, O15197, Q5JZY3, Q9UF33, P29317, P54756	2205	11	16387	7.431746031746031	2.9155632177979562E-5	2.4296714160918343E-6	2.339286413853866E-6
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	49	2.0	3.496337041995912E-8	A3KMH1, Q8IZY2, P28288, Q9Y623, O95477, Q9Y265, P54132, Q7Z4S6, Q86UK0, P35579, Q96H55, P61221, Q9NUQ8, Q9Y230, Q92614, Q9H7F0, Q8N139, Q12756, P28370, Q13608, Q8NE71, Q9H078, B7ZC32, Q4VNC1, O60333, Q4VNC0, Q86VH2, Q8IUA7, O14678, Q9NRD5, Q9UI12, Q9HAQ2, Q99758, P46459, Q9BZC7, Q9UG63, Q92878, Q9H1H9, O75037, Q9ULI4, P13535, P13533, Q9NQT8, P12883, Q8WWZ7, P78363, O14656, A5YM72, Q6PL18	2205	160	16387	2.2759722222222223	5.545036902865341E-5	4.265531191235013E-6	4.106851279329045E-6
GOTERM_MF_DIRECT	GO:0016301~kinase activity	63	2.571428571428571	4.993112737290947E-8	O43353, Q9HA64, O75747, Q15418, Q9Y223, P07949, Q9UNF0, P50613, O75147, Q06187, P21802, P42345, P15056, Q8IVH8, Q93100, P30291, P23743, P27986, Q15349, P04049, Q15746, O95163, Q96PY6, O00750, Q9H479, Q99435, O60336, P33076, P42338, Q15750, P42336, Q16760, Q5S007, Q9H2K8, O00329, P06239, Q9ULH0, Q9BY11, Q13535, Q8IWQ3, O00443, Q03405, P11274, Q7Z695, Q9UEW8, O00459, P04626, P51812, P52429, Q7L7X3, Q49MI3, P42356, O60674, Q8TCG2, P24941, Q15131, P45983, P48736, P29317, P45984, Q9UK32, Q92667, Q9UM73	2205	232	16387	2.018103448275862	7.918763443814925E-5	5.65648342953103E-6	5.446059392745197E-6
GOTERM_MF_DIRECT	GO:0004702~receptor signaling protein serine/threonine kinase activity	24	0.9795918367346939	5.615511803368589E-8	P52564, Q12851, Q9H2G2, Q13873, Q9H2K8, O95747, O00506, Q9Y4K4, P51957, Q96PY6, Q9P289, Q9UKE5, Q7L7X3, Q8N4C8, Q8IVH8, Q9Y6E0, Q56UN5, Q9UEW8, Q13188, O14733, Q9UL54, Q13043, O95819, P46734	2205	52	16387	3.43003663003663	8.905805374481712E-5	5.937467813428388E-6	5.716591015829224E-6
GOTERM_MF_DIRECT	GO:0005516~calmodulin binding	52	2.122448979591837	8.473744968303804E-8	Q14524, Q9Y623, Q9Y2K3, P35579, P35580, Q93100, Q86VI3, P46940, P49137, Q14012, Q9NQA5, P32418, Q15746, O94832, Q9UPW8, O76024, Q01082, P11055, O60733, Q08828, O14795, Q9HD67, P23634, P00533, Q16566, Q9UM54, Q8IU85, Q13576, P29474, P29475, Q13936, P57103, Q9Y4I1, Q7Z406, Q5T5Y3, O60266, Q92952, Q9H1D0, P35749, Q8IUX7, Q9NQX4, Q05586, P13535, P12882, P13533, P35228, P12883, Q9UKX3, Q9ULV0, P20020, Q9UKX2, Q01814	2205	179	16387	2.15894298128935	1.3438457054049113E-4	8.399599699831146E-6	8.087130354124942E-6
GOTERM_MF_DIRECT	GO:0005096~GTPase activator activity	70	2.857142857142857	1.1410040649833964E-7	Q8N1I0, Q14644, Q9H2M9, Q8TDY4, O43157, Q92619, Q9Y3M8, Q5R372, Q9Y2K9, Q68EM7, Q96P48, P46940, O95759, Q9P2F8, A1A4S6, Q6ZT07, O43166, Q52LW3, Q96HU1, Q6GYQ0, Q92609, Q92608, Q96QB1, Q9HCE6, Q5VT97, Q2PPJ7, Q9Y6D6, Q5VVW2, O60890, Q14185, Q17R89, Q8WYP3, O60292, Q8N336, Q13017, O43374, Q5S007, Q8TCU6, Q70Z35, Q9NRY4, O95294, Q9P035, Q9ULH1, Q9ULP9, Q14C86, P11274, O60347, Q8IVF5, Q0IIM8, Q07889, Q9UKW4, Q15042, Q15283, Q8IV61, O00459, P49796, Q9H8V3, Q96NW4, B2RTY4, Q60I27, Q96FS4, Q07960, Q9Y3P9, Q9P2M4, Q9UNA1, Q66K14, C9J798, Q15334, O43150, Q92502	2205	274	16387	1.8986212489862127	1.8094688210168464E-4	1.0644896747433334E-5	1.0248901218997921E-5
GOTERM_MF_DIRECT	GO:0030165~PDZ domain binding	31	1.2653061224489797	2.7063771175459137E-7	Q8N1I0, Q8N448, Q9ULH0, Q5VV41, Q9UP38, Q8TBB1, Q9H461, O76082, Q9NPG1, O14908, Q5T2W1, Q92796, Q9UQB8, Q16478, Q13002, Q92633, Q15067, Q52LW3, Q14831, Q96A65, P42261, Q9UHC3, Q9H015, O43424, O75084, Q9NY99, Q9ULV1, P20020, P23634, Q01814, P46459	2205	85	16387	2.7104014939309056	4.2913936234456607E-4	2.3846189491265664E-5	2.2959099213847832E-5
GOTERM_MF_DIRECT	GO:0004386~helicase activity	30	1.2244897959183674	3.003725250545173E-7	Q14147, Q8IY21, P54132, Q9BQ39, Q9H2U1, Q03468, Q9BYK8, Q92698, O14981, Q8IYD8, Q9GZR7, O14647, Q9UPY3, Q6P158, Q9H4L7, Q8NFZ0, P28370, Q8IY37, Q149N8, Q9UJA3, Q7L7V1, Q08211, Q9Y4B4, Q9HCE1, P42694, Q5H9U9, Q92900, Q15477, Q8NDG6, Q9NXL9	2205	81	16387	2.7524985302763083	4.762774401904091E-4	2.507320130191918E-5	2.4140465566223573E-5
GOTERM_MF_DIRECT	GO:0004843~thiol-dependent ubiquitin-specific protease activity	29	1.183673469387755	6.075604000675386E-7	P54578, Q5VVQ6, P51784, O00507, Q9H8Y5, Q8TE49, Q70CQ4, Q9UPT9, Q9Y5K5, Q70CQ1, Q9HBJ7, Q9P2H5, Q92995, P45974, A6NNY8, Q93008, Q9NQC7, O75317, Q9UMW8, Q86UV5, Q9UGI0, Q6GQQ9, Q8NB14, P62068, Q92560, Q86T82, Q8NFA0, Q9H0E7, Q70EK9	2205	79	16387	2.728109302792847	9.631269824694755E-4	4.817953972535581E-5	4.638723654515657E-5
GOTERM_MF_DIRECT	GO:0004016~adenylate cyclase activity	13	0.5306122448979592	6.849665921480834E-7	Q08462, Q02153, O43306, P25092, P33402, P40145, O60503, Q02108, Q08828, Q8NFM4, O60266, P51828, Q96PN6	2205	19	16387	5.0848788638262326	0.0010857675145872214	5.173128643556477E-5	4.980685648619635E-5
GOTERM_MF_DIRECT	GO:0003774~motor activity	25	1.0204081632653061	8.489882274025587E-7	A7E2Y1, Q9Y2K3, P35579, Q9Y4I1, Q7Z406, Q96H55, P35580, Q92614, Q9UI46, P35749, Q12756, O94832, Q9NQX4, B2RTY4, P12882, P11055, P13533, P12883, Q8IUG5, Q9HD67, Q8N1T3, Q9ULV0, Q9UKX2, Q9UM54, Q8WXR4	2205	63	16387	2.949105568153187	0.0013455897813507978	6.120433312092991E-5	5.8927501056532135E-5
GOTERM_MF_DIRECT	GO:0005089~Rho guanyl-nucleotide exchange factor activity	27	1.1020408163265307	1.364688150029009E-6	Q07890, Q8TCU6, Q70Z35, O15068, P10911, Q5VV41, Q96DR7, A1IGU5, P11274, Q8IVF5, Q96Q42, Q8N1W1, Q07889, Q9UKW4, O94827, Q9NZM3, Q6XZF7, Q13009, O15013, O15211, Q9H8V3, Q86YR7, Q9HCE6, Q60I27, Q8TER5, Q5JSL3, Q14185	2205	73	16387	2.7487279843444226	0.0021620562648749786	9.162492027867156E-5	8.821642702744734E-5
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	134	5.469387755102041	1.4963433252986828E-6	Q6UXH9, Q08043, Q3T906, Q86YW0, O94985, P19174, P12814, Q96D15, A6NHC0, A6H8M9, Q8WWQ8, Q9UJS0, P46940, Q14574, Q9H4D0, Q6ZT07, Q14573, Q9HC10, P32418, P48960, Q08554, Q5IJ48, Q7LDG7, P43304, Q6KCM7, Q9UHX3, P46531, Q9HBW9, Q8NFA0, Q9BZ72, Q8IWY4, O75923, Q9H306, A8MX76, Q8IYU8, O75094, O75093, P09238, P42566, Q8IV61, Q13822, Q14118, Q9Y219, Q9Y5H9, Q9Y5H8, O43707, Q9Y5H5, P04070, Q66K14, Q9Y5H7, Q9Y5H6, Q7Z442, O94813, Q9P2E7, Q9ULZ9, P49747, P49746, O75746, Q6NUK1, P07949, Q9BQT9, O76038, Q9Y5I1, Q86YS7, Q32NB8, Q9Y5I3, A4FU69, P78504, Q9Y5I0, O00468, P19801, P49619, P15056, O60882, Q9NTG1, P23743, Q4VX76, Q15465, Q9UM47, Q96C24, Q14257, P35609, P13796, Q9Y6T7, P13797, Q99435, Q02487, O14917, P00736, Q9Y6L7, P00734, P82279, P08254, Q9UN75, Q9UN74, Q9UN73, P07204, Q9NRD8, Q9NRD9, O43852, Q9BV35, Q9Y6U3, Q15878, Q8N2E2, Q9Y4I1, Q08188, Q6TGC4, Q8TDF6, Q5THR3, Q99542, Q6ZSI9, Q00975, Q9P0L9, Q0IIM8, Q92874, Q9BRK5, Q9NZM3, P21941, Q14831, Q6DN12, O95267, Q6DN14, O15232, Q16853, O75038, Q05586, P39900, Q63HQ2, Q8WWZ8, Q00722, Q8N475, P09327, Q01814, P0C869	2205	669	16387	1.488570954041806	0.0023703884712115153	9.162492027867156E-5	8.821642702744734E-5
GOTERM_MF_DIRECT	GO:0000146~microfilament motor activity	13	0.5306122448979592	1.5020478734208452E-6	Q9Y623, O94832, P13535, P11055, P13533, Q9Y4I1, P35579, Q7Z406, P12883, P35580, Q9ULV0, Q9UKX3, Q9UKX2	2205	20	16387	4.830634920634921	0.002379414411421088	9.162492027867156E-5	8.821642702744734E-5
GOTERM_MF_DIRECT	GO:0005248~voltage-gated sodium channel activity	13	0.5306122448979592	1.5020478734208452E-6	Q9Y3Q4, Q14524, Q9Y5Y9, Q9P1Z3, Q15858, P35498, Q99250, Q9UQD0, O60741, Q9NY46, Q01118, Q9UL51, Q9UI33	2205	20	16387	4.830634920634921	0.002379414411421088	9.162492027867156E-5	8.821642702744734E-5
GOTERM_MF_DIRECT	GO:0000287~magnesium ion binding	51	2.0816326530612246	1.1772124457101079E-5	P98198, Q6SA08, Q15418, O94823, O75582, P30291, Q9NRG1, Q99683, A6NNW6, Q13043, Q9HC98, Q15349, Q9BTU6, Q9Y2H1, Q9NPP4, Q8NB49, Q9NRP7, Q8TDC3, P0C1S8, Q9Y2H9, Q6P0Q8, Q08462, Q8TF62, Q9Y2M0, P00492, Q9Y2Q0, O15021, P49441, Q8IWQ3, O00167, O60307, O60423, Q96P26, Q9NTI2, Q13188, P48506, O95747, O75676, O75874, Q9P241, P51812, O95382, Q9P289, Q9NVV4, Q9Y616, O60312, Q9NYL2, O14733, Q9UK32, P98196, Q96PN6	2205	203	16387	1.867088904527328	0.01849748148789343	6.768639468444368E-4	6.516842666024306E-4
GOTERM_MF_DIRECT	GO:0019992~diacylglycerol binding	9	0.36734693877551017	1.1949678758918178E-5	O95267, Q8TDF6, Q9UPW8, O14795, Q8NB66, Q7LDG7, O14735, Q8IV61, Q16760	2205	11	16387	6.080519480519481	0.018773838063871895	6.768639468444368E-4	6.516842666024306E-4
GOTERM_MF_DIRECT	GO:0004012~phospholipid-translocating ATPase activity	10	0.40816326530612246	1.4976806362622208E-5	P98198, Q8TF62, O60423, Q8NB49, O94823, O60312, Q9Y2Q0, Q9NTI2, Q9P241, P98196	2205	14	16387	5.308390022675737	0.023473501435267496	8.183294534449423E-4	7.878871850002691E-4
GOTERM_MF_DIRECT	GO:0003779~actin binding	62	2.5306122448979593	1.5479119548138884E-5	Q96AX9, Q08043, Q14324, Q9Y623, Q9Y2K3, P35579, Q96H55, P35580, Q00872, P40121, Q9NXW9, O14908, Q9Y4G6, Q9UL62, Q13045, Q76I76, Q14896, Q8WYL5, Q15746, Q8TCJ0, Q01082, P13796, Q9Y2H1, Q9NY99, Q9UH77, Q8N1T3, O60890, Q9UM54, Q8WXR4, O15020, Q5S007, Q13576, Q9NVD7, Q9Y6U3, O75369, O75366, A7E2Y1, Q9Y4I1, O15195, O94851, Q9H939, Q9Y210, Q9Y573, Q14118, Q9NQX4, B2RTY4, Q9H254, P12882, Q8TE77, P13533, P12883, P11277, Q8IUG5, Q8IVE3, O43707, Q9HBI0, Q9HC29, Q9UKX3, Q9ULV0, Q9UKX2, Q8TDZ2, Q9UHR4	2205	266	16387	1.7322114810836617	0.024251171571764374	8.183294534449423E-4	7.878871850002691E-4
GOTERM_MF_DIRECT	GO:0017147~Wnt-protein binding	15	0.6122448979591837	1.701323974317666E-5	Q13467, Q86V40, Q9UP38, O00144, Q9H237, Q96HF1, Q01974, O75084, Q9H461, Q9NPG1, A6NFA1, Q01973, Q9ULV1, Q8N474, Q5T4F7	2205	31	16387	3.596006144393241	0.026622432899465642	8.704192978283285E-4	8.380392608977664E-4
GOTERM_MF_DIRECT	GO:0005247~voltage-gated chloride channel activity	9	0.36734693877551017	3.1598107818107366E-5	P51793, P51795, Q5XXA6, P51801, P51800, P51797, P51788, Q4KMQ2, P35523	2205	12	16387	5.5738095238095235	0.04888033227135136	0.0015660812187349464	0.001507822207445311
GOTERM_MF_DIRECT	GO:0022857~transmembrane transporter activity	19	0.7755102040816326	3.5000513565570994E-5	P61619, A1A5C7, Q8WUG5, O15244, Q9Y267, A6NKX4, Q9BYT1, Q8N4F4, Q9NY64, Q7L0J3, O76082, P00846, Q7L1I2, Q8N4V2, Q8IZD6, Q9NSA0, Q496J9, Q8N434, P25874	2205	49	16387	2.8816974408811142	0.0539991259531597	0.001682145894393806	0.001619569218625058
GOTERM_MF_DIRECT	GO:0035005~1-phosphatidylinositol-4-phosphate 3-kinase activity	7	0.2857142857142857	3.645423435340157E-5	O00329, O75747, O00750, P48736, O00443, P42338, P42336	2205	7	16387	7.431746031746032	0.05617779198015094	0.0017004828142498495	0.0016372239958130645
GOTERM_MF_DIRECT	GO:0017112~Rab guanyl-nucleotide exchange factor activity	14	0.5714285714285714	5.818980785587095E-5	Q5VZ89, Q9H2M9, Q7Z401, Q9ULE3, O75064, Q6P3S1, Q86WG5, Q96Q42, Q4ADV7, Q8IWF6, Q15042, Q8WYP3, Q8NEG7, Q6ZUT9	2205	30	16387	3.468148148148148	0.0881608914223374	0.002636829578840324	0.0025387381884547124
GOTERM_MF_DIRECT	GO:0004693~cyclin-dependent protein serine/threonine kinase activity	15	0.6122448979591837	6.0171928887331735E-5	Q9BWU1, O94921, Q9UQ88, P50613, Q96Q40, Q07002, Q00536, Q8IZL9, P24941, Q15131, P06493, P49336, Q92772, Q00537, Q00526	2205	34	16387	3.278711484593838	0.0910230571379329	0.0026509077559807815	0.002552292650304321
GOTERM_MF_DIRECT	GO:0004972~NMDA glutamate receptor activity	7	0.2857142857142857	1.2909087201521172E-4	Q8TCU5, Q13224, Q14957, Q05586, Q12879, O15399, O60391	2205	8	16387	6.502777777777778	0.18515008743726902	0.005533462784219616	0.005327615177492657
GOTERM_MF_DIRECT	GO:0019903~protein phosphatase binding	21	0.8571428571428572	1.4217750841819264E-4	P52333, O00459, Q14764, P08922, P06239, P04626, P35916, P56199, P51955, P08581, Q99683, Q92796, P23458, P46940, P00533, O14733, P27986, P07333, Q9NZJ5, P42226, Q5H9R7	2205	63	16387	2.4772486772486775	0.2018905694547085	0.00593404021976983	0.005713290930383688
